company,address,longitude,latitude,zipcode,town,state,date_founded,date_closed,company_type,source,name_changed,year_name_changed,notes,see also
SIGNETICS CORP.,1380 KIFER RD.,-121.977829,37.37412,95051,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
SIGNETICS CORP.,3600 PETERSON WY.,-121.98415,37.38575,95051,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
SIGNETICS CORP.,2251 LAWSON LN.,-121.963634,37.37603,95050,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Silectro Co,"4043 Transport, Palo Alto, CA",-122.0993679,37.4255394,,Palo Alto,,,,,,,,,
Silicon Systems,,,,,,California,,,chip manufacturing,,,,,
Siltec,"405 National Ave, Mountain View, CA",-122.0540173,37.4023661,,Mountain View,California,,,,,,,,
Siltec Corp.,405 National Ave.,-122.052194,37.40109,94043,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
SINGER CO. / LINK DIV.,1077 E . ARQUES AVE.,-122.002266,37.380513,94086,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
SNOWDEN-PENSER/PARK DAVIS CO.,1587 DELL AVE.,-121.956695,37.263754,95008,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Softsel Computer Products,,,,,,California,,,distribution,,,,,
Software Publishing,,,,,,California,,,software,,,,,
Solectron Corp.,1286 Lawrence Stat. Rd.,-121.996054,37.367105,94086,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
SOLECTRON CORP.,4598 PATRICK HENRY DR .,-121.985015,37.397887,95014,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
SOLECTRON CORP.,2001 FORTUNE DR.,-121.893318,37.401043,95131,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Sony Technology Center Inc,1003 Elwell Court,-122.104,37.431,94303,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Sony Technology Center Inc,1003 Elwell Court,-122.104051,37.431571,94303,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Spectra Physics,1250 W. Middlefield Rd  ,-122.080381695478,37.4073353462486,,,California,,,,,,,,
Spectra Physics Inc,1250 W. Middlefield Rd.,-122.079298,37.406946,94043,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Spectra Physics Inc,575 E. Middlefield Rd.,-122.052164,37.394789,94043,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
SPERRY UNIVAC,967 MABORY RD.,-121.88084,37.362099,95133,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
SPERRY UNIVAC,967 MABORY RD.,-121.88084,37.362099,95133,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Stacey J.W. Inc.,"2575 Hanover Street, Palo Alto, CA",-122.149519697059,37.4186482236763,,Palo Alto,California,,,,"Number of Employees and Value of Buildings in Stanford Industrial Park,' December 7, 1960, Folder 10, Frederick Terman Papers, SUA",,,,
STANFORD APPLIED ENG.,340 MARTIN AVE.,-121.937912,37.363015,95050,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Stanford Cleaners,"2875 El Camino Real, Palo Alto, CA",-122.140859915145,37.422987,,Palo Alto,California,,,,,,,,
Stanford Linear Accelerator (SLAC),"2575 Sandhill Rd, Stanford, CA",-122.215869,37.4203504,,Stanford,California,,,,,,,,
Stanford Nuclear Technology Lab,Stanford Avenuear near Foothill,,,,Palo Alto,California,,,,"Number of Employees and Value of Buildings in Stanford Industrial Park,' December 7, 1960, Folder 10, Frederick Terman Papers, SUA",,,,
STC-COMPUTER RESEARCH,3450 CENTRAL EXP.,-121.992671,37.377572,95051,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Stone Associates Inc,"825 San Antonio Road, Palo Alto, CA",-122.101455,37.4232759,,Palo Alto,,,,,,,,,
STORM PRODUCTS,3031 CORVIN DR.,-121.987857,37.376258,95051,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Syntex Corp.,2375 Charleston Rd.,-122.096541,37.421556,94043,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
SYSTEM DEVELOPMENT CORP .,500 MACARA AVE.,-122.04183,37.393589,94086,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Syva,1390 Shorebird Way,-122.076944,37.418518,94043,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Syva Co.,900 Hansen Way,-122.140259,37.418192,94306,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
SYVA CO.,20400 MARIANI AVE.,-122.029122,37.330532,95014,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
T.R.W. SYSTEMS,11-1 5 E. ARQUES AVE.,-122.023851,37.371042,94086,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
T.R.W. SYSTEMS,460 OAKMEAD PARKWAY,-121.988075,37.382599,94086,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
T.R.W./Vidar Corp.,77 Ortega Ave.,-122.102613,37.403712,94040,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
TAB Products,1451 California Ave.,-122.151616,37.418106,94306,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
TAB PRODUCTS,2390 ZANKER RD.,-121.922028,37.386359,95131,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Tandem Computers Inc.,1366 SANTA ANA CT.,-122.023851,37.371042,94086,,California,,,hardware manufacturing,Rich's Complete Guide to Silicon Valley,,,,
Tandem Computers Inc.,245 SANTA ANA CT.,-122.010541,37.379708,94086,,California,,,hardware manufacturing,Rich's Complete Guide to Silicon Valley,,,,
Tandem Computers Inc.,10300 TANTAU AVE.,-122.006288,37.326166,95014,Cupertino,California,,,hardware manufacturing,Rich's Complete Guide to Silicon Valley,,,,
Tandem Computers Inc.,19250 PRUNERIDGE AVE.,-122.009469,37.331911,95014,Cupertino,California,,,hardware manufacturing,Rich's Complete Guide to Silicon Valley,,,,
Tandem Computers Inc.,2450 WALSH AVE.,-121.971037,37.37008,95051,Sunyvale,California,,,hardware manufacturing,Rich's Complete Guide to Silicon Valley,,,,
Tandem Computers Inc.,3301 OLCOTT ST.,-121.966952,37.380314,95051,Sunnyvale,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Tandon Corp,,,,,,California,,,hardware manufacturing,,,,,
Tech Ser Inc,"640 Donohoe, Palo Alto, CA",-122.1395072,37.4624938,,Palo Alto,,,,,,,,,
Technicraft Engineering Corp,"809 San Antonio Road, Palo Alto, CA",-122.1022081,37.4206677,,Palo Alto,,,,,,,,,
Tektronix Inc.,3003 BUNKER HILL LN.,-121.982279,37.405716,95014,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Tektronix Inc.,,,,,,Oregon,,,,,,,,
Teledyne MEC,"3176 Porter Dr, Palo Alto, CA",-122.149362060561,37.4070955,,Palo Alto,California,,,,,,,,
Teledyne Semiconductor,1300 Terra Bella Ave,-122.080064,37.409456,94043,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Telos Corp,,,,,,California,,,software,,,,,
TEXAS INSTRUMENTS,5353 BETSY ROSS DR.,-121.982001,37.408225,95014,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Texas Instruments,"317 Town & Country, Palo Alto, CA",1.8774979,7.7227067,,Palo Alto,California,,,,,,,,
The National Press,"850 Hansen Way, Palo Alto, CA",-122.14065763713,37.41860795,,Palo Alto,California,,,,"Number of Employees and Value of Buildings in Stanford Industrial Park,' December 7, 1960, Folder 10, Frederick Terman Papers, SUA",,,,
THOMAS AND BETTS CO.,1762 TECHNOLOGY DR.,-121.919839,37.369073,95110,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
THOR ELECTRONICS,430 TRIMBLE RD.,-121.922108,37.390039,95131,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
TOSHIBA SEMICONDUCTOR USA INC.,1220 MIDWAS WAY,-122.023851,37.371042,94086,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Trans Dynamics Inc,"44 Encina Ave, Palo Alto, CA",-122.160483898864,37.4390781818944,,Palo Alto,,,,,,,,,
Transition Electronic Corp,"535 Middlefield Road, Palo Alto, CA",-122.1362592,37.4377862,,Palo Alto,,,,,,,,,
TRIAD SYSTEMS CORP.,5403 BETSY ROSS DR.,-121.982004,37.408885,95014,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
TYMSHARE INC.,10101 BUBB RD.,-122.051182,37.321501,95014,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
ULTRATECH CORP./PHOTOMASK,2970 CORONADO DR.,-121.972561,37.37622,95051,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
VARIAN - MICROWAVE COMP. DIV.,3200 PATRICK HENRY DR.,-121.982957,37.395904,95014,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Varian Associates,"601 California Ave, Palo Alto, CA",-122.1430031,37.4285379,,Palo Alto,California,1948,,electronics,Rich's Complete Guide to Silicon Valley,,,,
Varian Associates,380 Bernardo Ave,-122.050654,37.388785,94043,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Varian Associates,220 Humboldt Ct.,-122.018385,37.408159,94086,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Varian Associates,3251 OLCOTT ST.,-121.967275,37.379651,95051,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Varian Associates,3101 SCOTT BLVD .,-121.961966,37.377448,95050,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Varian Associates,"2185 Park Blvd, Palo Alto, CA",,,,Palo Alto,,,,,,,,,
Varian Associates,"611 Hansen Way, Palo Alto, CA",-122.138340315085,37.418411,,Palo Alto,California,,,,"Number of Employees and Value of Buildings in Stanford Industrial Park,' December 7, 1960, Folder 10, Frederick Terman Papers, SUA",,,,
VEECO/MACRONETICS INC.,585 N. MARY AVE.,-122.03705,37.393009,94086,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
VERBATIM CORP.,675 PALOMAR AVE.,-122.034531,37.395045,94086,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Vidya Inc,"2626 Hanover Street, Palo Alto, CA",-122.148723833846,37.4176305,,Palo Alto,California,,,,"Number of Employees and Value of Buildings in Stanford Industrial Park,' December 7, 1960, Folder 10, Frederick Terman Papers, SUA",,,,
WANG LABORATORIES,3255-3D SCOTT BLVD.,-121.983478,37.346518,95051,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
WATKINS-JOHNSON CO.,2525 N. 1ST ST.,-121.926143,37.383645,95131,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Watkins-Johnson Co.,"3333 Hillview Avenue, Palo Alto, CA",-122.145157,37.407483,,Palo Alto,California,,,,"Number of Employees and Value of Buildings in Stanford Industrial Park,' December 7, 1960, Folder 10, Frederick Terman Papers, SUA",,,,
Wavetek,875 Maude Ave,-122.048206,37.39597,94043,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Weatherford RVCs,"444 Page Mill Road, Palo Alto, CA",-122.141295279864,37.4238076734917,,Palo Alto,,,,,,,,,
WELLS FARGO ALARM SERVICE,466 VENDOME ST. (95110,-121.903391,37.341371,95110,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
WELLS FARGO ALARM SERVICE,466 VENDOME ST. (95110,-121.903391,37.341371,95110,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Wells Fargo Bank American Trust Co,"505 California Avenue, Palo Alto, CA",-122.145781390956,37.4246779,,Palo Alto,California,,,non-industrial,"Number of Employees and Value of Buildings in Stanford Industrial Park,' December 7, 1960, Folder 10, Frederick Terman Papers, SUA",,,,
Western Microtech Inc.,,,,,,California,,,chip manufacturing,,,,,
Willfrom Co,"717 Loma Verde Ave, Palo Alto, CA",-122.1303844,37.4235164,,Palo Alto,,,,,,,,,
Wyse Technology,,,,,,California,,,hardware manufacturing,,,,,
Xerox P.A.R.C.,2500 Hanover St.,-122.14963,37.418602,94304,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Xerox P.A.R.C.,3333 Coyote Hill Rd.,-122.150382,37.40226,94304,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Xicor,,,,,,California,,,chip manufacturing,,,,,
XIDEX CORP.,3000 PATRICK HENRY DR.,-121.980082,37.395928,95014,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Yuba Consolidated Industries Inc,"1275 California Avenue, Palo Alto, CA",-122.1430031,37.4285379,,Palo Alto,California,,,,"Number of Employees and Value of Buildings in Stanford Industrial Park,' December 7, 1960, Folder 10, Frederick Terman Papers, SUA",,,,
Zoecon Rhone Poulec,"East Palo Alto, Palo Alto, CA",-122.11776865472,37.4636056082448,,Palo Alto,California,,,,,,,,
Zycon Corp,3445 KIFER RD.,-121.99106,37.374004,95051,,California,,,,Rich's Complete Guide to Silicon Valley,,,,
Computer Usage Co Inc,"3181 Porter Dr, Palo Alto, CA",-122.1492098,37.4080055,,Palo Alto,California,,,data processing,"Palo Alto Directory, 1956",,,,
Control Data Corp,"3260 Hillview Ave, Palo Alto, CA",-122.145967505208,37.4076985,,Palo Alto,California,,,data processing,"Palo Alto Directory, 1956",,,,
Control Data Corp,"3145 Porter Dr, Palo Alto, CA",-122.151078972952,37.4089785,,Palo Alto,California,,,data processing,"Palo Alto Directory, 1956",,,,
Control Data Corp,"3330 Hillview Ave, Palo Alto, CA",-122.145973621447,37.4059745,,Palo Alto,California,,,data processing,"Palo Alto Directory, 1956",,,,
Data International,"437 California Ave, Palo Alto, CA",-122.1430031,37.4285379,,Palo Alto,California,,,data processing,"Palo Alto Directory, 1956",,,,
Diversified Computer Applications,"516 University Ave, Palo Alto, CA",-122.158813243185,37.4485547485718,,Palo Alto,California,,,data processing,"Palo Alto Directory, 1956",,,,
Engineering Data Services,"499 Hamilton Ave, Palo Alto, CA",-122.158107,37.447463,,Palo Alto,California,,,data processing,"Palo Alto Directory, 1956",,,,
Intl Bush Mach Corp (Custom Eng Serv OFC) ,"701 Welch Road, Palo Alto, CA",-122.172683,37.436904,,Palo Alto,California,,,data processing,"Palo Alto Directory, 1956",,,,
Medac System of San Francisco,"800 San Antonio Road, Palo Alto, CA",-122.1015364,37.4202915,,Palo Alto,California,,,data processing,"Palo Alto Directory, 1956",,,,
Richardson C and E Associates,"201 Town & Country Road, Palo Alto, CA",1.8774979,7.7227067,,Palo Alto,California,,,data processing,"Palo Alto Directory, 1956",,,,
Service Bureau Corp,"2450 Watson Ct, Palo Alto, CA",-122.120664046568,37.448044,,Palo Alto,California,,,data processing,"Palo Alto Directory, 1956",,,,
Techdata Subsidiary of L C Cole Co Inc,"2905 El Camino Real, Palo Alto, CA",-122.140617220864,37.4226375,,Palo Alto,California,,,data processing,"Palo Alto Directory, 1956",,,,
Advance Transformer Co,"303 Portage Ave, Palo Alto, CA",-122.1379573,37.4217382,,Palo Alto,California,,,electrical equipment and supplies manufacturers ,"Palo Alto Directory, 1956",,,,
ITT Cannon Electric Co (Disc Sls Ofc),"960 San Antonio Road, Palo Alto, CA",-122.101226289453,37.4255222022728,,Palo Alto,California,,,electrical equipment and supplies manufacturers ,"Palo Alto Directory, 1956",,,,
Macronetics Inc,"220 California Ave, Palo Alto, CA",-122.14065896175,37.4311921984257,,Palo Alto,California,,,electrical equipment and supplies manufacturers ,"Palo Alto Directory, 1956",,,,
Preformed Line Products Co,"600 Hansen Way, Palo Alto, CA",-122.139436074612,37.4201235,,Palo Alto,California,,,electrical equipment and supplies manufacturers ,"Palo Alto Directory, 1956",,,,
AMP Inc,"4151 Middlefield Road, Palo Alto, CA",-122.104396416287,37.4172031,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Alfred Electronics of Palo Alto,"3176 Porter Dr, Palo Alto, CA",-122.149362060561,37.4070955,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Allen Electronic Corp,"930 Industrial Ave, Palo Alto, CA",-122.098339326426,37.4230315,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Alpar Manufacturing Corp,"220 Demeter St, Palo Alto, CA",,,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Alto Scientific Co Inc,"4083 Transport St, Palo Alto, CA",-122.098444966008,37.424613,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Ampex Corporation - Technical Library,"401 Broadway, Redwood City, CA",-122.2413422,37.485867,,Redwood City,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Andrew Corp,"701 Welch Rd, Palo Alto, CA",-122.172683,37.436904,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Applied Space Products Inc,"625 San Antonio Rd, Palo Alto, CA",,,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Bahrs Industries ,"2626 Hanover St, Palo Alto, CA",-122.148723833846,37.4176305,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Barrett Electronics Corp (Western Division),"895 Commercial St, Palo Alto, CA",-122.1005801,37.4228106,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Barry Research,"800 Welch Rd, Palo Alto, CA",-122.177263446286,37.437235,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Branson Instrument Inc,"201 Town & Country Village, Palo Alto, CA",1.8774979,7.7227067,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Circuit Engineering,"4024 Transport St, Palo Alto, CA",-122.1004421,37.4255328,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Clevite Corporation (Semiconductor division),"1801 Page Mill Road, Palo Alto, CA",-122.1407349,37.4244998,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Cohu Electronics Inc (Kintel Division),"406 Channing Ave, Palo Alto, CA",-122.15515645101,37.4440527099542,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Components for Research Inc,"979 Commercial St, Palo Alto, CA",-122.100269828221,37.4246115,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Continental Device Corp,"862 San Antonio Rd, Palo Alto, CA",-122.102804254098,37.424265,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Corbin-Farnsworth Inc,"440 Page Mill Rd, Palo Alto, CA",-122.141250300603,37.423860149296,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Cornell Dubilier Electronics,"701 Welch Rd, Palo Alto, CA",-122.172683,37.436904,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Data Disc Inc,"1275 California Ave, Palo Alto, CA",-122.1430031,37.4285379,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Data Pathing Inc,"490 San Antonio Rd, Palo Alto, CA",-122.104386163843,37.4135898835005,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Diotran Pacific,"4151 Middlefield Rd, Palo Alto, CA",-122.104396416287,37.4172031,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Dymec A Division of Hewlett-Packard Co,"395 Page Mill Rd, Palo Alto, CA",-122.1393686,37.4257063,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Edex Teaching Systems,"3940 Fabian Way, Palo Alto, CA",-122.104653084362,37.423736,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Electro Motive Mfg Co,"1015 Corporation Way, Palo Alto, CA",-122.1028185,37.4313255,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Electromagnetic Technology Corp,"925 E Meadow Dr, Palo Alto, CA",-122.107721040134,37.4286625,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Electromagnetic Technology Corp,"1375 California Ave, Palo Alto, CA",-122.151025371725,37.4186677962579,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Electronic Associates Inc,"4151 Middlefield Rd, Palo Alto, CA",-122.104396416287,37.4172031,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Endevco Corp (SLS OFC),"1890 Embarcadero Rd, Palo Alto, CA",-122.113978507707,37.4526575,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Energy Systems Inc,"3180 Hanover St, Palo Alto, CA",-122.1464616,37.4141881,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Erie Technological Products Inc,"415 Cambridge Ave, Palo Alto, CA",-122.145647008039,37.4266003,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Fairchild Semiconductor Corp,"384 Cambridge Ave, Palo Alto, CA",-122.1457916,37.4274821,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Fairchild Semiconductor Corp,"4030 Fabian Way, Palo Alto, CA",-122.1042399,37.4258394,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Fisher Research Laboratory Inc,"1975 University Ave, Palo Alto, CA",-122.1640529,37.4433673,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Fisher Switches Inc,"3199 Park Blvd, Palo Alto, CA",,,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
General Electric Co (Power Tube & Microwave Dept),"601 California Ave, Palo Alto, CA",-122.1430031,37.4285379,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
General Electric Co (Receiving Tube Dept),"701 Welch Rd, Palo Alto, CA",-122.172683,37.436904,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
General Electric Co (Defense Program Div),"701 Welch Rd, Palo Alto, CA",-122.172683,37.436904,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
General Electronic Laboratory,"1015 Corporation Way, Palo Alto, CA",-122.1028185,37.4313255,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
General Indicator Corp,"770 Welch Rd, Palo Alto, CA",-122.176108950241,37.438155,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Granger Associates,"1601 California Ave, Palo Alto, CA",-122.152181568182,37.4159835,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Grebmeier Mfg. Co.,"4151 Middlefield Rd, Palo Alto, CA",-122.104396416287,37.4172031,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Gulton Industries,"201 Town & Country Village, Palo Alto, CA",1.8774979,7.7227067,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Hewlett-Packard-Delcon Division,"943 Industrial Ave, Palo Alto, CA",-122.0990143,37.423557,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Hoffman Electronics Corp,"378 Cambridge Ave, Palo Alto, CA",-122.145595477577,37.4274661,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Hu-Mac Inc,"2425 Pulgas Ave, Palo Alto, CA",,,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Hughes Aircraft Semiconductor Division,"535 Middlefield Rd, Palo Alto, CA",-122.1157981,37.4248921,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Johnson Red Electronics,"3311 Park Blvd, Palo Alto, CA",,,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Kaiser Aerospace & Electronics (DIv of Kaiser Inc),"1681 Page Mill Rd, Palo Alto, CA",-122.1407349,37.4244998,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Kane Engineering Laboratories,"1060 E. Meadow Circle, Palo Alto, CA",-122.110078169944,37.43115175,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Kearfott Division of General Precision Inc,"991 Commercial St, Palo Alto, CA",-122.100223411729,37.42496,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Keithley Instruments,"825 San Antonio Rd, Palo Alto, CA",-122.1017652,37.4276246,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Lasa Electric Co,"2902 Ash St, Palo Alto, CA",-122.140793100534,37.4244111222816,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Leach Corp,"814 San Antonio Rd, Palo Alto, CA",-122.101438042331,37.4206715,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Ling-Temco-Vought Inc,"701 Welch Rd, Palo Alto, CA",-122.172683,37.436904,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
MVR Corp,"470 San Antonio Rd, Palo Alto, CA",,,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Microwave Electronics Corp,"3165 Porter Dr, Palo Alto, CA",-122.14985490364,37.40866645,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Motorola Inc (military electronics),"701 Welch Rd, Palo Alto, CA",-122.172683,37.436904,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
National Electronics Inc,"201 Town & Country Village, Palo Alto, CA",1.8774979,7.7227067,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Neely Sales Division Hewlett Packard,"1101 Embarcadero Rd, Palo Alto, CA",-122.1553182,37.4385359,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Nickerson-Gray & Associates Inc,"2434 Park Blvd, Palo Alto, CA",,,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Northrup Nortronics Corp,"2555 Park Blvd, Palo Alto, CA",,,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Nytron Inc,"795 San Antonio Rd, Palo Alto, CA",-122.102342617317,37.41990495,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Pacific Communications & Electronics ,"3941 E. Bayshore Rd, Palo Alto, CA",-122.1029232,37.4305832,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Pacific Electro Magnetic Co Inc,"942 Commercial St, Palo Alto, CA",-122.099841533186,37.424247078454,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Pacific International Electronics Inc (OFC),"535 Ramona St, Palo Alto, CA",-122.1615312,37.4449789,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Pearson Electronics Inc,"4007 Transport St, Palo Alto, CA",-122.100021263815,37.4261795,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Pencor Electronics ,"410 Sherman Ave, Palo Alto, CA",-122.1440817,37.4259473,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Peninsula Associates,"1447 E. Bayshore Rd, Palo Alto, CA",-122.1100708,37.4369821,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Philco Corp (Government Industrial Division),"1875 Fabian Way, Palo Alto, CA",-122.1042399,37.4258394,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
